Name,Email,Role,App access,Groups,Date added
River Zhu,finley.tran@ext-6babeb.com,User,Designer,members AgentCreatorBootcamp_EMEA_October_2025,2025-10-06T16:15:04.643Z
Brett Quinn,devon.utley@snaplogic.com,User,Designer,members AgentCreatorBootcamp_EMEA_November_2025,2025-11-23T18:47:30.646Z
Xen Moss,mack.nguyen@snaplogic.com,User,Designer,members AgentCreatorBootcamp_EMEA_January_2026,2026-01-11T22:40:03.800Z
Noel Flynn,harper.quinn@snaplogic.com,Environment admin,Designer AutoSync,members admins,2024-12-05T17:08:40.857Z
Nash Nash,jordan.tran@snaplogic.com,Environment admin,Designer,members admins,2026-03-24T17:36:00.128Z
Devon Torres,kai.cooper@ext-0fa3d4.com,User,Designer,members Bootcamp_EMEA_February_2026,2026-02-22T12:11:59.769Z
Vale Luna,alex.utley@ext-cb19c1.com,User,Designer AutoSync,members AgentCreatorPartnerTraining,2023-12-13T06:50:21.404Z
Oakley Harris,brett.osei@ext-0ffece.com,User,Designer,members AgentCreatorBootcamp_EMEA_March_2026,2026-01-09T08:04:53.575Z
Skyler Chen,morgan.xu@snaplogic.com,User,Designer,members AgentCreatorBootcamp_EMEA_January_2026,2026-01-11T22:40:14.853Z
Vesper Jensen,indira.grant@snaplogic.com,User,Designer,members,2026-01-31T17:29:49.522Z
Vale Vance,reese.vance@ext-f34ab7.com,User,Designer,members AgentCreatorBootcampSiemensEnergy,2026-07-19T12:43:44.497Z
Oakley Patel,harper.foster@snaplogic.com,Environment admin,Designer AutoSync,members admins,2024-10-14T14:52:29.457Z
Uli Singh,dana.ortiz@ext-445152.com,User,Designer,members AC_Bootcamp_US_February_2026,2026-02-02T17:14:45.249Z
Uli Vance,willow.cooper@snaplogic.com,Environment admin,Designer,members admins,2023-05-19T09:51:21.662Z
Dana Zhu,hayden.singh@ext-7bf6fa.com,User,Designer,members AgentCreatorBootcamp_EMEA_November_2025,2025-11-23T18:49:44.397Z
Kelly Flynn,noel.torres@ext-f34ab7.com,User,Designer,members US_Bootcamp_August_2025,2025-08-07T14:27:10.379Z
Devon Vega,vale.evans@ext-445152.com,User,Designer,members AC_Bootcamp_US_February_2026,2026-02-02T17:11:04.475Z
Parker Wells,mack.diaz@ext-591bfe.com,User,Designer,members AgentCreatorBootcamp_AMEA_August_2025,2025-08-08T15:24:42.591Z
Blake Ibarra,piper.singh@ext-9c4f44.com,User,Designer,members Bootcamp_EMEA_February_2026,2026-02-23T09:21:57.903Z
Noel Reid,taylor.shah@ext-9c4f44.com,User,Designer AutoSync,members AgentCreatorTraining Cognizant,2025-04-07T08:26:28.572Z
Parker Reid,xen.grant@ext-2d8726.com,User,Designer,members AgentCreatorBootcampEMEA_June2026,2026-06-24T06:58:03.164Z
Oakley Ueda,xen.ibarra@ext-26da4f.com,User,Designer,members AgentCreatorBootcamp_AMEA_August_2025 Infosys,2025-08-08T15:15:27.010Z
Avery Ellis,xen.quinn@ext-26da4f.com,User,Designer,members AgentCreatorBootcamp_EMEA_January_2026,2026-01-11T22:40:22.194Z
Zion Wells,fern.vega@snaplogic.com,User,Designer,members,2026-01-31T17:29:53.455Z
Nash Ortiz,xander.quinn@ext-07e691.com,User,Designer,members AgentCreatorBootcampEMEA_June2026,2026-05-19T07:31:50.832Z
Harper Iyer,wren.baker@ext-06ae6b.com,User,Designer,members AgentCreatorBootcamp_EMEA_March_2026 AgentCreatorBootcampEMEA_June2026,2026-03-22T19:05:43.973Z
Morgan Lopez,river.grant@ext-f34ab7.com,User,Designer,members AgentCreatorBootcampSiemensEnergy,2026-07-19T12:43:34.334Z
Quinn Vance,gray.utley@snaplogic.com,User,Designer,members,2026-01-31T17:30:14.581Z
Blake York,brett.brooks@ext-84f9b1.com,User,Designer,members AgentCreatorBootcamp_AMER_May_2025,2025-05-12T15:00:40.723Z
Avery Evans,reese.zhang@ext-131556.com,User,Designer,members AgentCreatorBootcampEMEA_June2026,2026-06-24T06:57:28.381Z
Fern Nash,oakley.york@ext-a876a8.com,User,Designer,members Sriven,2026-01-08T15:10:15.783Z
Lee Reid,gray.kim@ext-591bfe.com,User,Designer,members AgentCreatorBootcamp_AMER_May_2025,2025-05-15T16:04:47.189Z
Drew Ibarra,dana.knox@ext-26da4f.com,User,Designer,members AgentCreatorBootcamp_EMEA_January_2026,2026-01-11T22:25:58.816Z
Jordan Harris,wren.johal@ext-7bf6fa.com,User,Designer,members AgentCreatorBootcamp_EMEA_October_2025 AgentCreatorBootcamp_EMEA_November_2025,2025-10-06T16:12:04.879Z
Reese Vega,oakley.garcia@ext-a876a8.com,User,Designer,members AC_Bootcamp_US_February_2026,2026-01-31T18:47:52.580Z
Mack Jensen,jordan.nash@ext-445152.com,User,Designer,members AC_Bootcamp_US_February_2026,2026-02-04T14:21:02.773Z
Ellis Brooks,avery.holt@ext-3e9741.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_June_2025,2025-06-15T21:26:18.493Z
Eden Kim,zion.zhang@ext-73c6f0.com,User,Designer AutoSync,members AgentCreatorPartnerTraining,2024-09-25T11:54:45.744Z
Oakley Kim,zion.flynn@ext-9c4f44.com,User,Designer,members AgentCreatorBootcamp_AMEA_August_2025 Cognizant AgentCreatorBootcamp_EMEA_March_2026 AgentCreatorBootcampEMEA_June2026,2025-08-08T15:17:17.421Z
Charlie Quinn,xen.quinn@ext-591bfe.com,User,Designer,members AgentCreatorBootcampEMEA_June2026,2026-06-24T08:50:56.549Z
Lane Miller,parker.flynn@snaplogic.com,Environment admin,Designer,members admins,2023-05-04T22:03:31.811Z
Harper Cooper,willow.park@snaplogic.com,Environment admin,Designer,members admins,2023-05-02T22:58:18.768Z
Avery Yamada,oakley.knox@snaplogic.com,Environment admin,Designer,members admins AgentCreatorBootcamp_EMEA_October_2025 AgentCreatorBootcamp_EMEA_November_2025,2025-07-25T13:11:32.789Z
Hayden Tran,quinn.xia@snaplogic.com,Environment admin,Designer,members admins,2023-09-22T17:53:26.792Z
Kelly Reyes,lane.wang@ext-023686.com,User,AutoSync Designer,members AgentCreatorBootcamp_EMEA_June_2025,2025-01-13T10:07:23.950Z
Lane Moss,alex.ueda@ext-591bfe.com,User,Designer,members Bootcamp_EMEA_February_2026,2026-02-22T12:12:24.379Z
Harper Ibarra,charlie.evans@ext-5e8879.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_June_2025,2025-06-15T21:28:16.824Z
Finley Vance,ellis.miller@ext-ee563a.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_June_2025,2025-06-15T21:18:47.503Z
Kelly Wang,morgan.ellis@ext-591bfe.com,User,Designer,members AgentCreatorBootcampEMEA_June2026,2026-06-24T08:52:38.347Z
Skyler Reid,drew.park@ext-387eea.com,User,Designer,members AgentCreatorBootcamp_EMEA_November_2025,2025-11-23T18:51:12.863Z
Tatum Foster,jordan.flynn@ext-f831a9.com,User,Designer,members AgentCreatorBootcamp_EMEA_May_2026,2026-05-17T21:19:50.878Z
Eden Diaz,willow.tran@ext-dc2a05.com,User,Designer,members AgentCreatorBootcamp_EMEA_May_2026,2026-05-17T21:19:44.708Z
Avery Vance,piper.luna@ext-26da4f.com,User,Designer,members AgentCreatorBootcamp_EMEA_January_2026,2026-01-11T22:38:41.936Z
Skyler Ueda,lee.evans@ext-9c4f44.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_June_2025 AgentCreatorBootcamp_EMEA_June_2025_GroupB Cognizant,2025-06-15T21:27:01.763Z
Tatum Patel,xen.adams@ext-f34ab7.com,User,Designer,members AgentCreatorBootcampSiemensEnergy,2026-07-19T12:42:34.777Z
Zara Harris,casey.iyer@ext-71e560.com,User,Designer,members AgentCreatorBootcamp_EMEA_May_2026,2026-05-17T21:19:40.855Z
Jamie Harris,xen.iyer@ext-a79f07.com,User,Designer,members Bootcamp_EMEA_February_2026,2026-02-22T12:11:07.496Z
Alex Torres,hayden.miller@ext-b05b7f.com,User,Designer,members AgentCreatorBootcamp_AMEA_August_2025,2025-06-27T15:55:34.123Z
Umber Moss,parker.garcia@ext-a876a8.com,User,Designer,members AC_Bootcamp_US_February_2026,2026-01-31T18:45:41.408Z
Lane Ueda,vale.miller@ext-c4d3f9.com,User,Designer,members AgentCreatorBootcamp_EMEA_May_2026,2026-05-17T21:19:02.576Z
Alex Foster,taylor.torres@ext-73c6f0.com,User,Designer,members AgentCreatorBootcamp_AMEA_August_2025,2025-08-08T15:16:46.391Z
Parker Singh,umber.davis@ext-387eea.com,User,Designer,members AgentCreatorBootcamp_EMEA_November_2025,2025-11-23T18:49:50.566Z
Lee Baker,charlie.york@ext-7bf6fa.com,User,Designer,members AgentCreatorSHSTraining AgentCreatorBootcamp_AMER_May_2025 AgentCreatorBootcamp_EMEA_May_2025,2025-04-28T10:44:42.229Z
Jamie Diaz,kai.brooks@ext-65dca4.com,User,Designer,members AC_Bootcamp_US_February_2026,2026-01-31T18:48:41.524Z
Wren Shah,vesper.xu@ext-26da4f.com,User,Designer,members AgentCreatorBootcampEMEA_June2026,2026-06-24T06:58:12.914Z
Kelly Park,blake.harris@ext-749b6d.com,User,Designer,members Bootcamp_EMEA_February_2026,2026-02-22T12:14:48.416Z
Tatum Foster,drew.park@ext-9c4f44.com,User,Designer AutoSync,members AgentCreatorTraining Cognizant,2025-04-07T08:22:30.469Z
Lee Park,jamie.wells@ext-26da4f.com,User,Designer,members AgentCreatorBootcamp_EMEA_June_2025 AgentCreatorBootcamp_EMEA_November_2025 Infosys,2025-06-30T16:01:06.486Z
Charlie Brooks,oakley.moss@snaplogic.com,Environment admin,Designer,members admins AgentCreatorBootcamp_AMER_May_2025 US_Bootcamp_August_2025,2025-05-09T23:23:07.138Z
Alex Singh,avery.cooper@snaplogic.com,User,Designer,members,2026-01-31T17:30:20.711Z
Drew Torres,tatum.knox@ext-0a199e.com,User,Designer,members AC_Bootcamp_US_February_2026,2026-01-31T18:49:09.388Z
Uli Reid,blake.adams@ext-e42d60.com,User,Designer,members AgentCreatorBootcamp_EMEA_January_2026,2026-01-11T22:38:12.498Z
Alex Nguyen,kelly.utley@ext-eda065.com,User,Designer,members US_Bootcamp_August_2025,2025-08-07T14:28:55.367Z
Harper Singh,parker.brooks@snaplogic.com,Environment admin,Designer AutoSync,members admins Bootcamp_US_June_2025,2023-08-28T19:51:02.295Z
Parker Ortiz,lee.davis@snaplogic.com,User,Designer,members,2024-05-16T09:40:14.823Z
Tatum York,devon.foster@snaplogic.com,User,Designer AutoSync,members,2023-12-15T15:40:09.047Z
Taylor Holt,devon.patel@snaplogic.com,Environment admin,Designer AutoSync,members admins,2024-10-11T16:21:49.724Z
Skyler Yamada,uli.singh@ext-591bfe.com,User,Designer,members AgentCreatorBootcampEMEA_June2026,2026-06-24T08:51:21.912Z
Gray Davis,noel.brooks@ext-11b1b5.com,User,Designer,members AgentCreatorBootcampEMEA_June2026,2026-06-24T06:57:12.326Z
Quinn Patel,casey.miller@ext-591bfe.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_June_2025,2025-06-15T21:10:43.572Z
Avery Xia,lane.xia@ext-26da4f.com,User,Designer,members Bootcamp_US_June_2025 Infosys AgentCreatorBootcamp_EMEA_January_2026,2025-06-27T15:56:05.657Z
Zara Ellis,mack.moss@snaplogic.com,User,Designer AutoSync,members,2023-10-11T13:36:23.516Z
Brett Zhu,gray.flynn@ext-6d35fd.com,User,Designer,members Bootcamp_EMEA_February_2026,2026-02-22T12:09:49.014Z
Charlie Wells,zion.johal@ext-1889cc.com,User,Designer,members AgentCreatorBootcampEMEA_June2026,2026-06-24T06:59:16.779Z
Zara Park,vale.wells@ext-3e9741.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_June_2025,2025-06-15T21:23:58.762Z
Yuki Wang,mack.singh@ext-591bfe.com,User,Designer,members AgentCreatorBootcamp_EMEA_March_2026,2026-03-22T19:05:27.912Z
Oakley Foster,zara.ortiz@ext-f34ab7.com,User,Designer,members AgentCreatorBootcampSiemensEnergy,2026-07-19T12:43:12.170Z
Indira Ueda,willow.york@snaplogic.com,User,Designer,members,2026-01-31T17:30:24.955Z
Devon Ueda,lee.vance@ext-26da4f.com,User,Designer,members AgentCreatorBootcamp_EMEA_October_2025 AgentCreatorBootcamp_EMEA_November_2025 Infosys AgentCreatorBootcamp_EMEA_January_2026 Bootcamp_EMEA_February_2026,2025-10-06T16:11:34.886Z
Parker Flynn,avery.vega@ext-591bfe.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_June_2025,2025-06-15T21:27:28.593Z
Hayden Zhu,kai.quinn@ext-26da4f.com,User,Designer,members AgentCreatorBootcamp_AMEA_August_2025 Infosys,2025-08-08T15:21:47.067Z
Xen Lopez,brett.jensen@ext-f34ab7.com,User,Designer,members AgentCreatorBootcampSiemensEnergy,2026-07-19T12:42:59.013Z
Hayden Tran,quinn.xia@snaplogic.com,User,Designer,members AC_Bootcamp_US_February_2026,2026-02-02T16:59:53.270Z
Vesper Shah,fern.yamada@snaplogic.com,Environment admin,Designer AutoSync,members admins,2023-08-23T17:27:29.370Z
Yael Singh,umber.shah@ext-fc167d.com,User,Designer,members AC_Bootcamp_US_February_2026,2026-01-31T18:48:01.742Z
Quinn Shah,oakley.shah@snaplogic.com,User,Designer,members,2026-01-31T17:30:30.027Z
Lee Moss,river.park@ext-f34ab7.com,User,Designer,members AgentCreatorBootcampSiemensEnergy,2026-07-19T12:43:18.169Z
Umber Xia,oakley.flynn@snaplogic.com,User,Designer,members,2026-01-31T17:30:36.850Z
Indira Moss,oakley.foster@ext-d55f9c.com,User,Designer,members AgentCreatorBootcamp_EMEA_May_2026,2026-05-17T21:19:06.531Z
Xander York,piper.garcia@ext-2be5e1.com,User,Designer,members AgentCreatorBootcampEMEA_June2026,2026-06-24T06:58:55.727Z
Wren Torres,xen.reyes@ext-591bfe.com,User,Designer,members AgentCreatorBootcampEMEA_June2026,2026-06-24T08:49:05.003Z
Mack Quinn,tatum.patel@snaplogic.com,User,Designer,members,2026-01-31T17:30:41.488Z
Reese Brooks,wren.wells@snaplogic.com,User,Designer,members AgentCreatorBootcamp_EMEA_October_2025,2023-12-14T13:03:26.016Z
Hayden Knox,lane.brooks@ext-e42d60.com,User,Designer,members AgentCreatorBootcamp_EMEA_January_2026,2026-01-11T22:38:23.077Z
Uli Osei,oakley.ellis@ext-591bfe.com,User,Designer,members AC_Bootcamp_US_February_2026,2026-01-31T18:49:23.833Z
Uli Ellis,fern.diaz@snaplogic.com,User,Designer,members AC_Bootcamp_US_February_2026,2026-01-31T18:48:55.854Z
Xander Flynn,charlie.ueda@snaplogic.com,User,Designer,members AgentCreatorBootcamp_AMEA_August_2025,2023-12-07T09:58:31.505Z
Umber Xu,taylor.xu@snaplogic.com,User,Designer,members AgentCreatorBootcamp_EMEA_January_2026,2026-01-11T22:37:33.491Z
Harper Evans,jamie.york@snaplogic.com,User,Designer,members US_Bootcamp_August_2025,2025-08-07T15:45:54.228Z
Dana Patel,dana.knox@snaplogic.com,Environment admin,Designer AutoSync,members admins,2023-10-11T13:35:53.666Z
Tatum Holt,ellis.brooks@snaplogic.com,User,Designer,members AgentCreatorBootcamp_EMEA_January_2026,2026-01-11T22:38:17.184Z
Kelly Wang,noel.jensen@ext-9c4f44.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_June_2025 AgentCreatorBootcamp_EMEA_June_2025_GroupB Cognizant,2025-02-12T08:43:01.947Z
Gray Wells,avery.jensen@ext-44cf86.com,User,Designer,members Bootcamp_US_June_2025,2025-06-18T05:47:59.551Z
Finley Ellis,wren.miller@ext-9c4f44.com,User,Designer,members Bootcamp_EMEA_February_2026,2025-10-06T05:46:59.388Z
Blake Holt,noel.miller@ext-9a0743.com,User,Designer,members AgentCreatorBootcamp_EMEA_June_2025 Bootcamp_US_June_2025,2025-06-27T15:47:48.165Z
Zion Harris,hayden.iyer@ext-0ffece.com,User,Designer,members AgentCreatorBootcamp_EMEA_March_2026,2026-03-22T19:04:44.719Z
Tatum Zhu,eden.kim@ext-0ffece.com,User,Designer,members AgentCreatorBootcamp_EMEA_March_2026,2025-10-13T09:06:43.051Z
Mack Brooks,drew.chen@ext-b98a80.com,User,Designer,members AgentCreatorBootcamp_EMEA_June_2025,2025-06-30T15:50:11.689Z
Mack Foster,oakley.tran@ext-387eea.com,User,Designer,members AgentCreatorBootcamp_EMEA_November_2025,2025-11-23T18:50:22.587Z
Vale Diaz,nash.xu@ext-586b66.com,User,Designer,members AgentCreatorBootcamp_EMEA_March_2026,2026-03-22T19:03:19.794Z
Sage Baker,zara.cooper@ext-396ff3.com,User,Designer,members Bootcamp_EMEA_February_2026,2024-11-15T14:28:32.389Z
Lee Wells,avery.park@ext-387eea.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_June_2025,2025-06-15T21:19:06.317Z
Noel Quinn,vesper.knox@snaplogic.com,Environment admin,Designer,members admins,2024-05-12T07:06:03.312Z
Fern Vega,dana.tran@ext-321b87.com,User,Designer,members AgentCreatorBootcamp_EMEA_October_2025,2025-10-06T16:16:53.663Z
Dana Cooper,xen.torres@ext-f34ab7.com,User,Designer,members AgentCreatorBootcampSiemensEnergy,2026-07-19T12:42:55.080Z
Taylor Xu,lane.torres@ext-387eea.com,User,Designer,members AgentCreatorBootcamp_AMEA_August_2025,2025-08-08T15:17:32.097Z
Lee Reid,kai.holt@ext-84f9b1.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_June_2025,2025-05-18T20:58:49.439Z
Xen Brooks,fern.vance@ext-3e9741.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_June_2025,2025-06-15T21:23:41.490Z
Xen Ortiz,kai.torres@ext-f34ab7.com,User,Designer,members AgentCreatorBootcampSiemensEnergy,2026-07-19T12:43:50.963Z
Jordan Osei,lee.ibarra@ext-9c4f44.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_June_2025 Cognizant,2025-06-15T21:28:35.736Z
Avery Adams,lane.reid@ext-a876a8.com,User,Designer,members Sriven AC_Bootcamp_US_February_2026 AgentCreatorBootcamp_EMEA_May_2026,2026-01-31T18:49:46.884Z
Drew Reyes,reese.vega@ext-34409a.com,User,Designer,members AgentCreatorBootcamp_EMEA_March_2026 AgentCreatorBootcamp_EMEA_May_2026,2026-03-22T19:02:41.616Z
Casey Cooper,hayden.xu@ext-9c4f44.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_May_2025 Cognizant,2025-04-30T07:26:38.813Z
Zara Utley,yuki.adams@ext-591bfe.com,User,Designer,members AC_Bootcamp_US_February_2026,2026-01-31T18:50:03.494Z
Jordan Miller,xander.yamada@ext-591bfe.com,User,Designer,members AgentCreatorBootcamp_EMEA_June_2025,2025-06-30T16:02:16.774Z
Kai Ueda,dana.vega@ext-84f9b1.com,User,Designer,members Bootcamp_US_June_2025,2025-06-27T15:48:32.461Z
Oakley Johal,river.tran@ext-be7e99.com,User,Designer,members AgentCreatorBootcampEMEA_June2026,2026-06-24T06:58:45.741Z
Jordan Ellis,indira.evans@ext-591bfe.com,User,Designer,members AgentCreatorBootcamp_EMEA_June_2025 AgentCreatorBootcamp_EMEA_January_2026 AgentCreatorBootcampEMEA_June2026,2025-06-15T21:22:50.997Z
Drew Flynn,uli.grant@ext-591bfe.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_June_2025,2025-06-15T21:18:12.125Z
Kelly Wells,vesper.kim@ext-591bfe.com,User,Designer,members AgentCreatorBootcamp_EMEA_November_2025,2025-11-23T18:43:42.443Z
Oakley Adams,wren.torres@ext-9832b7.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_May_2025,2025-05-18T20:59:02.228Z
Yuki Wells,drew.york@snaplogic.com,User,Designer,members,2026-01-31T17:30:48.301Z
Parker Zhu,kai.wells@ext-f34ab7.com,User,Designer,members AgentCreatorBootcampSiemensEnergy,2026-07-19T12:42:52.525Z
Yael Zhang,umber.nash@ext-445152.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_June_2025,2025-06-15T21:13:53.024Z
Casey Ellis,sage.vega@snaplogic.com,User,Designer,members,2026-01-31T17:31:43.259Z
Finley Xu,uli.reid@ext-634bab.com,User,Designer AutoSync,members AgentCreatorPartnerTraining,2025-02-24T10:18:23.804Z
Tatum Nash,fern.foster@ext-445152.com,User,Designer,members AC_Bootcamp_US_February_2026,2026-02-03T16:46:26.432Z
Mack Ellis,zion.ellis@ext-dca959.com,User,Designer,members AgentCreatorBootcamp_EMEA_May_2026,2026-05-17T21:18:02.255Z
Oakley York,finley.singh@ext-26da4f.com,User,Designer,members AgentCreatorBootcamp_EMEA_January_2026,2026-01-11T22:40:12.319Z
Hayden York,jamie.vance@ext-26da4f.com,User,Designer,members US_Bootcamp_August_2025 AgentCreatorBootcamp_AMEA_August_2025 Infosys,2025-08-12T08:02:23.040Z
Noel Torres,parker.reyes@ext-26da4f.com,User,Designer,members AgentCreatorBootcamp_EMEA_November_2025 Infosys,2025-10-06T16:14:35.035Z
Lane Zhu,willow.jensen@ext-8e55ec.com,User,Designer AutoSync,members AgentCreatorPartnerTraining,2025-01-14T09:48:43.787Z
Casey Knox,eden.lopez@snaplogic.com,User,Designer,members,2026-01-31T17:31:49.855Z
Devon Vance,skyler.singh@ext-9c4f44.com,User,Designer AutoSync,members AgentCreatorTraining Cognizant,2025-04-07T08:23:06.871Z
Piper Vance,avery.quinn@ext-26da4f.com,User,Designer,members AgentCreatorBootcamp_EMEA_November_2025 Infosys,2025-11-23T18:45:24.385Z
Casey Quinn,morgan.ellis@ext-f34ab7.com,User,Designer,members AgentCreatorBootcampSiemensEnergy,2026-07-20T05:20:22.654Z
Lane Miller,lane.osei@ext-26da4f.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_June_2025 AgentCreatorBootcamp_EMEA_October_2025 Infosys,2025-06-15T21:25:02.670Z
Eden Utley,reese.iyer@ext-872968.com,User,Designer,members Bootcamp_EMEA_February_2026,2026-02-22T12:09:37.919Z
Charlie Chen,ellis.reyes@ext-44cf86.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_June_2025,2025-06-15T21:23:07.282Z
Oakley Evans,xen.harris@ext-7bf6fa.com,User,Designer AutoSync,members AgentCreatorSHSTraining,2025-04-28T10:47:25.780Z
Lee Zhang,charlie.diaz@ext-84f9b1.com,User,Designer,members AgentCreatorBootcamp_AMER_May_2025,2025-05-12T15:00:44.461Z
Kai Cooper,vale.harris@ext-365ca4.com,User,Designer,members,2024-09-18T14:50:29.336Z
Yael Foster,willow.brooks@ext-e77ebd.com,User,Designer,members AgentCreatorBootcampEMEA_June2026,2026-06-24T06:58:09.063Z
Wren Harris,alex.evans@ext-84f9b1.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_May_2025,2025-05-18T20:59:13.166Z
Brett Flynn,taylor.holt@ext-26da4f.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_June_2025 Infosys,2025-06-15T21:27:40.837Z
Hayden Knox,harper.brooks@snaplogic.com,User,Designer AutoSync,members,2026-03-09T07:08:36.892Z
Noel Quinn,vesper.knox@snaplogic.com,Environment admin,Designer AutoSync,members admins,2023-12-21T19:22:05.081Z
Skyler Grant,vale.harris@snaplogic.com,Environment admin,Designer,members admins,2025-04-09T20:41:32.639Z
Piper Zhang,oakley.tran@snaplogic.com,Environment admin,Designer,members admins AgentCreatorBootcamp_EMEA_June_2025 AgentCreatorBootcamp_EMEA_October_2025 AgentCreatorBootcamp_EMEA_January_2026 Bootcamp_EMEA_February_2026,2024-04-02T11:42:53.676Z
Eden Xia,hayden.harris@ext-6babeb.com,User,Designer,members AgentCreatorBootcamp_EMEA_October_2025,2025-10-06T16:16:30.819Z
Blake Utley,brett.knox@ext-f34ab7.com,User,Designer,members AgentCreatorBootcampSiemensEnergy,2026-07-20T05:20:24.493Z
Dana Torres,charlie.baker@ext-f34ab7.com,User,Designer,members AgentCreatorBootcampSiemensEnergy,2026-07-20T05:20:20.905Z
Harper Nguyen,blake.osei@ext-138750.com,User,Designer,members AgentCreatorBootcamp_EMEA_January_2026,2024-09-17T11:30:20.386Z
River Nash,lee.nash@ext-ed65be.com,User,Designer,members AgentCreatorBootcamp_EMEA_June_2025 Bootcamp_US_June_2025,2025-06-30T14:56:25.291Z
Mack Shah,brett.wells@ext-b83977.com,User,Designer,members US_Bootcamp_August_2025,2025-08-07T14:31:58.759Z
Reese Adams,jamie.cooper@ext-9c4f44.com,User,Designer AutoSync,members Cognizant,2025-05-18T20:59:23.083Z
Jamie Luna,xen.vega@ext-c1bbf2.com,User,Designer,members AgentCreatorBootcamp_EMEA_November_2025,2025-11-23T18:44:05.795Z
Morgan Patel,skyler.torres@ext-7bf6fa.com,User,AutoSync Designer,members AgentCreatorBootcamp_EMEA_May_2025 AgentCreatorBootcamp_EMEA_June_2025,2025-05-18T20:55:05.054Z
Nash Vance,indira.garcia@ext-7e0fff.com,User,Designer,members AgentCreatorBootcamp_EMEA_January_2026,2026-01-11T22:27:00.461Z
Eden Kim,xander.singh@ext-7bf6fa.com,User,Designer AutoSync,members AgentCreatorSHSTraining,2025-04-28T11:15:23.586Z
Alex Lopez,piper.harris@ext-680c47.com,User,Designer AutoSync,members AgentCreatorBootcamp_EMEA_June_2025,2025-06-15T21:18:32.772Z
Avery Zhang,quinn.moss@ext-680c47.com,User,Designer,members AgentCreatorBootcamp_EMEA_June_2025,2024-03-18T14:32:20.354Z
Vesper Brooks,umber.kim@snaplogic.com,User,Designer,members,2026-01-31T17:31:56.036Z
Finley Grant,tatum.torres@snaplogic.com,User,Designer,members,2026-01-31T17:32:24.482Z
Nash Yamada,uli.flynn@ext-387eea.com,User,Designer,members AgentCreatorBootcampEMEA_June2026,2026-06-24T06:57:19.258Z
Oakley Iyer,umber.utley@ext-c1bbf2.com,User,Designer,members US_Bootcamp_August_2025,2025-07-30T10:27:39.855Z
Lee Holt,eden.osei@ext-26da4f.com,User,Designer,members AgentCreatorBootcamp_EMEA_June_2025 AgentCreatorBootcamp_EMEA_October_2025 AgentCreatorBootcamp_EMEA_November_2025 Infosys AgentCreatorBootcamp_EMEA_January_2026 Bootcamp_EMEA_February_2026,2025-06-15T21:24:11.734Z
Oakley Adams,tatum.grant@ext-f34ab7.com,User,Designer,members AgentCreatorBootcampSiemensEnergy,2026-07-19T12:43:40.919Z
Gray Adams,taylor.moss@ext-a876a8.com,User,Designer,members AgentCreatorBootcamp_AMEA_August_2025,2025-08-08T15:19:53.245Z
Yael Garcia,blake.johal@ext-a876a8.com,User,Designer,members Sriven Bootcamp_EMEA_February_2026 AgentCreatorBootcamp_EMEA_March_2026,2026-02-03T23:52:49.892Z
Hayden Tran,hayden.park@ext-387eea.com,User,Designer,members AgentCreatorBootcamp_EMEA_November_2025,2025-11-23T18:47:59.796Z
Vesper Wang,charlie.vance@ext-0a199e.com,User,Designer,members AC_Bootcamp_US_February_2026,2026-01-31T18:50:12.220Z
Umber Miller,piper.xia@ext-445152.com,User,Designer,members AC_Bootcamp_US_February_2026,2026-02-02T17:00:45.759Z
Piper Garcia,harper.xu@ext-dca959.com,User,Designer,members AgentCreatorBootcamp_EMEA_March_2026,2026-03-22T19:01:50.971Z
Jamie Nguyen,oakley.xu@ext-7bf6fa.com,User,Designer,members AgentCreatorBootcamp_EMEA_January_2026 Bootcamp_EMEA_February_2026,2026-01-11T22:24:52.244Z
Umber Wells,lee.tran@ext-0a199e.com,User,Designer,members AC_Bootcamp_US_February_2026,2026-01-31T18:50:26.052Z
Yael Foster,zara.brooks@ext-9c4f44.com,User,Designer,members Bootcamp_EMEA_February_2026,2025-03-12T10:31:16.311Z
